,Node,degree_centrality
0,11823,0.01022722410030382
1,7745,0.009628139843382259
2,379,0.009499764645470496
3,2597,0.009200222517009714
4,14112,0.008130429201078352
5,14612,0.00791647053789208
6,2676,0.0077453036073430615
7,21477,0.007702511874705807
8,4316,0.007231802815696008
9,4480,0.007103427617784245
10,2678,0.007017844152509735
11,7101,0.006803885489323463
12,904,0.006675510291411699
13,19315,0.006675510291411699
14,18916,0.006675510291411699
15,4383,0.006632718558774445
16,17201,0.006632718558774445
17,18184,0.00658992682613719
18,4539,0.0063759681629509185
19,824,0.0063759681629509185
20,10003,0.006162009499764646
21,2870,0.006119217767127391
22,5379,0.0060336343018528825
23,400,0.00581967563866661
24,19822,0.005734092173392101
25,18744,0.0056485087081175915
26,2250,0.005605716975480337
27,1995,0.005562925242843083
28,12678,0.005477341777568574
29,2140,0.005477341777568574
30,2442,0.005391758312294065
31,666,0.005391758312294065
32,22789,0.0053489665796568105
33,8032,0.005263383114382301
34,18477,0.005220591381745047
35,1695,0.005135007916470538
36,12024,0.005092216183833284
37,3984,0.005049424451196029
38,16454,0.005049424451196029
39,1367,0.00496384098592152
40,15091,0.00496384098592152
41,4197,0.004921049253284265
42,6162,0.004878257520647011
43,9812,0.004835465788009757
44,11821,0.004835465788009757
45,3419,0.004749882322735248
46,8366,0.004749882322735248
47,23023,0.004707090590097994
48,6858,0.004664298857460739
49,17890,0.004664298857460739
50,2638,0.004578715392186229
51,536,0.004578715392186229
52,7885,0.004535923659548975
53,6116,0.004493131926911721
54,13615,0.004407548461637212
55,10473,0.004407548461637212
56,5367,0.004407548461637212
57,4891,0.004407548461637212
58,2502,0.004364756728999958
59,2645,0.004321964996362703
60,10876,0.004321964996362703
61,13701,0.004321964996362703
62,7044,0.004236381531088194
63,982,0.004236381531088194
64,4810,0.004150798065813685
65,7330,0.004150798065813685
66,1798,0.004150798065813685
67,3288,0.004150798065813685
68,8824,0.00410800633317643
69,5809,0.004065214600539176
70,9364,0.004065214600539176
71,231,0.004065214600539176
72,8967,0.004065214600539176
73,22745,0.004022422867901922
74,6098,0.004022422867901922
75,10372,0.004022422867901922
76,20755,0.004022422867901922
77,6967,0.004022422867901922
78,791,0.003979631135264667
79,22183,0.003979631135264667
80,8236,0.0039368394026274125
81,20869,0.0038512559373529037
82,4965,0.003808464204715649
83,5589,0.003808464204715649
84,1970,0.003808464204715649
85,842,0.0037228807394411403
86,22045,0.0037228807394411403
87,19549,0.0037228807394411403
88,17418,0.0037228807394411403
89,3771,0.0037228807394411403
90,10789,0.0036800890068038857
91,2716,0.0036800890068038857
92,1227,0.003637297274166631
93,14277,0.003637297274166631
94,19705,0.003637297274166631
95,9261,0.003637297274166631
96,3009,0.0035945055415293765
97,12637,0.0035945055415293765
98,10856,0.0035945055415293765
99,10404,0.0035517138088921223
100,4110,0.0035517138088921223
101,16944,0.0035089220762548677
102,989,0.0035089220762548677
103,933,0.0035089220762548677
104,8476,0.003466130343617613
105,18844,0.003466130343617613
106,1894,0.003423338610980359
107,6623,0.003423338610980359
108,8597,0.0033805468783431043
109,9109,0.0033805468783431043
110,2384,0.0033805468783431043
111,3085,0.0033805468783431043
112,13491,0.0033805468783431043
113,2460,0.0033377551457058497
114,1270,0.0033377551457058497
115,843,0.003294963413068595
116,3229,0.003294963413068595
117,22633,0.003294963413068595
118,13035,0.003252171680431341
119,21196,0.003252171680431341
120,6892,0.003252171680431341
121,15680,0.0032093799477940863
122,20498,0.0032093799477940863
123,7608,0.0032093799477940863
124,2500,0.0032093799477940863
125,1961,0.0031665882151568317
126,22871,0.0031665882151568317
127,7722,0.0031665882151568317
128,2310,0.003123796482519577
129,19268,0.003123796482519577
130,20121,0.003123796482519577
131,3264,0.003123796482519577
132,2933,0.0030382130172450683
133,14956,0.0030382130172450683
134,7409,0.0030382130172450683
135,3825,0.0029954212846078137
136,7637,0.0029954212846078137
137,12501,0.0029526295519705596
138,21324,0.0029526295519705596
139,3778,0.0029526295519705596
140,22671,0.0029526295519705596
141,20905,0.002909837819333305
142,35,0.002909837819333305
143,15760,0.002909837819333305
144,17136,0.002909837819333305
145,896,0.002909837819333305
146,8531,0.002909837819333305
147,5907,0.0028670460866960503
148,12529,0.0028670460866960503
149,8241,0.0028242543540587957
150,4581,0.0028242543540587957
151,11280,0.0028242543540587957
152,6769,0.0028242543540587957
153,10916,0.0027814626214215416
154,6020,0.002738670888784287
155,1372,0.0026958791561470324
156,1237,0.0026958791561470324
157,5716,0.0026958791561470324
158,10165,0.0026958791561470324
159,6317,0.0026958791561470324
160,22429,0.0026958791561470324
161,6274,0.0026958791561470324
162,3265,0.002653087423509778
163,3570,0.002653087423509778
164,33,0.002653087423509778
165,18420,0.002653087423509778
166,3656,0.0026102956908725236
167,14493,0.0026102956908725236
168,2039,0.0026102956908725236
169,13256,0.0026102956908725236
170,0,0.0026102956908725236
171,14928,0.0026102956908725236
172,1178,0.002567503958235269
173,13305,0.002567503958235269
174,10618,0.002567503958235269
175,14953,0.0025247122255980144
176,14413,0.0025247122255980144
177,19033,0.0025247122255980144
178,2635,0.00248192049296076
179,2819,0.00248192049296076
180,14389,0.00248192049296076
181,1133,0.00248192049296076
182,926,0.00248192049296076
183,9632,0.00248192049296076
184,9932,0.00248192049296076
185,20283,0.00248192049296076
186,13470,0.00248192049296076
187,3212,0.0024391287603235056
188,41,0.0024391287603235056
189,12500,0.0024391287603235056
190,12639,0.0024391287603235056
191,16537,0.0024391287603235056
192,5275,0.0024391287603235056
193,1534,0.0024391287603235056
194,14482,0.0024391287603235056
195,12394,0.002396337027686251
196,325,0.002396337027686251
197,23232,0.002396337027686251
198,16852,0.002396337027686251
199,15243,0.002396337027686251
200,2535,0.002396337027686251
201,1188,0.002396337027686251
202,10374,0.002396337027686251
203,20946,0.002396337027686251
204,22318,0.002396337027686251
205,18332,0.002353545295048997
206,11383,0.002353545295048997
207,14832,0.002353545295048997
208,1746,0.002353545295048997
209,3158,0.002353545295048997
210,1837,0.002353545295048997
211,9218,0.002353545295048997
212,12159,0.002353545295048997
213,12519,0.002310753562411742
214,42,0.002310753562411742
215,21918,0.002310753562411742
216,4731,0.002310753562411742
217,542,0.002310753562411742
218,10153,0.002310753562411742
219,12275,0.0022679618297744876
220,5160,0.0022679618297744876
221,14572,0.0022679618297744876
222,16293,0.002225170097137233
223,13560,0.002225170097137233
224,12161,0.002225170097137233
225,7518,0.002225170097137233
226,10575,0.002225170097137233
227,36,0.002182378364499979
228,10137,0.002182378364499979
229,13416,0.002182378364499979
230,807,0.002182378364499979
231,11216,0.002182378364499979
232,8848,0.002182378364499979
233,5625,0.002182378364499979
234,2657,0.002182378364499979
235,14543,0.002182378364499979
236,10981,0.002139586631862724
237,4635,0.002139586631862724
238,5108,0.002139586631862724
239,11588,0.002139586631862724
240,6614,0.002139586631862724
241,6259,0.0020967948992254696
242,2505,0.0020967948992254696
243,17656,0.0020967948992254696
244,10980,0.0020967948992254696
245,6996,0.0020967948992254696
246,7883,0.0020967948992254696
247,8274,0.0020967948992254696
248,9596,0.002054003166588215
249,6441,0.002054003166588215
250,3282,0.002054003166588215
251,6862,0.002054003166588215
252,803,0.002054003166588215
253,15429,0.002054003166588215
254,6794,0.002054003166588215
255,5423,0.002011211433950961
256,11690,0.002011211433950961
257,4210,0.002011211433950961
258,16997,0.002011211433950961
259,4798,0.002011211433950961
260,10729,0.002011211433950961
261,12879,0.002011211433950961
262,74,0.002011211433950961
263,4170,0.0019684197013137062
264,16749,0.0019684197013137062
265,34,0.0019684197013137062
266,3530,0.0019684197013137062
267,10356,0.0019684197013137062
268,5288,0.0019684197013137062
269,14544,0.0019684197013137062
270,6549,0.0019256279686764518
271,4336,0.0019256279686764518
272,12155,0.0019256279686764518
273,1199,0.0019256279686764518
274,11434,0.0019256279686764518
275,6840,0.0019256279686764518
276,18703,0.0018828362360391972
277,13828,0.0018828362360391972
278,16719,0.0018828362360391972
279,19786,0.0018828362360391972
280,12244,0.0018828362360391972
281,15635,0.0018828362360391972
282,2024,0.0018828362360391972
283,9567,0.0018828362360391972
284,4123,0.0018400445034019428
285,7382,0.0018400445034019428
286,3897,0.0018400445034019428
287,863,0.0018400445034019428
288,3189,0.0018400445034019428
289,4627,0.0018400445034019428
290,3176,0.0018400445034019428
291,5986,0.0018400445034019428
292,8846,0.0018400445034019428
293,23,0.0018400445034019428
294,11019,0.0017972527707646882
295,3901,0.0017972527707646882
296,6989,0.0017972527707646882
297,12613,0.0017972527707646882
298,14076,0.0017972527707646882
299,4824,0.0017972527707646882
300,11249,0.0017972527707646882
301,11248,0.0017544610381274338
302,20435,0.0017544610381274338
303,8001,0.0017544610381274338
304,19425,0.0017544610381274338
305,15309,0.0017544610381274338
306,13057,0.0017116693054901795
307,8303,0.0017116693054901795
308,850,0.0017116693054901795
309,1993,0.0017116693054901795
310,93,0.0017116693054901795
311,14483,0.0017116693054901795
312,5076,0.0017116693054901795
313,2524,0.0017116693054901795
314,10751,0.0017116693054901795
315,69,0.0016688775728529249
316,21109,0.0016688775728529249
317,453,0.0016688775728529249
318,14036,0.0016688775728529249
319,7986,0.0016688775728529249
320,5863,0.0016688775728529249
321,6619,0.0016260858402156705
322,7332,0.0016260858402156705
323,6880,0.0016260858402156705
324,1255,0.0016260858402156705
325,10734,0.0016260858402156705
326,6510,0.0016260858402156705
327,8874,0.0016260858402156705
328,4868,0.0016260858402156705
329,1080,0.0016260858402156705
330,5448,0.0016260858402156705
331,17142,0.0016260858402156705
332,11661,0.0015832941075784159
333,7718,0.0015832941075784159
334,19012,0.0015832941075784159
335,12038,0.0015832941075784159
336,9605,0.0015832941075784159
337,10982,0.0015832941075784159
338,13199,0.0015832941075784159
339,3384,0.0015405023749411615
340,17386,0.0015405023749411615
341,4516,0.0015405023749411615
342,12924,0.0015405023749411615
343,150,0.0015405023749411615
344,2669,0.0015405023749411615
345,10693,0.0015405023749411615
346,15491,0.0015405023749411615
347,288,0.0015405023749411615
348,12835,0.0015405023749411615
349,10116,0.0015405023749411615
350,11687,0.0015405023749411615
351,12458,0.0014977106423039069
352,13011,0.0014977106423039069
353,1306,0.0014977106423039069
354,12148,0.0014977106423039069
355,1257,0.0014977106423039069
356,1253,0.0014977106423039069
357,5708,0.0014977106423039069
358,27,0.0014977106423039069
359,14496,0.0014549189096666525
360,1444,0.0014549189096666525
361,1626,0.0014549189096666525
362,4950,0.0014549189096666525
363,2487,0.0014549189096666525
364,12017,0.0014549189096666525
365,2893,0.0014549189096666525
366,11524,0.0014549189096666525
367,4704,0.0014549189096666525
368,1156,0.0014549189096666525
369,19105,0.0014549189096666525
370,17606,0.0014549189096666525
371,2709,0.0014549189096666525
372,754,0.0014549189096666525
373,15948,0.0014121271770293979
374,15099,0.0014121271770293979
375,3051,0.0014121271770293979
376,1300,0.0014121271770293979
377,1094,0.0014121271770293979
378,2404,0.0014121271770293979
379,14249,0.0014121271770293979
380,6263,0.0014121271770293979
381,2801,0.0014121271770293979
382,44,0.0014121271770293979
383,562,0.0014121271770293979
384,811,0.0014121271770293979
385,1293,0.0013693354443921435
386,2653,0.0013693354443921435
387,612,0.0013693354443921435
388,2561,0.0013693354443921435
389,18617,0.0013693354443921435
390,3019,0.0013693354443921435
391,3015,0.0013693354443921435
392,11803,0.0013693354443921435
393,6565,0.0013693354443921435
394,4205,0.0013693354443921435
395,15393,0.001326543711754889
396,1814,0.001326543711754889
397,1823,0.001326543711754889
398,13558,0.001326543711754889
399,22955,0.001326543711754889
400,20977,0.001326543711754889
401,62,0.001326543711754889
402,19945,0.001326543711754889
403,6997,0.001326543711754889
404,2072,0.001326543711754889
405,4799,0.001326543711754889
406,4284,0.001326543711754889
407,12506,0.0012837519791176345
408,17701,0.0012837519791176345
409,3631,0.0012837519791176345
410,17794,0.0012837519791176345
